Geopolitical entity (reporting),2024
Austria,82.1
Belgium,82.4
Bulgaria,75.8
Croatia,78.9
Cyprus,83.5
Czech Rep.,80.1
Denmark,82.0
EU27,81.5
Estonia,79.4
Finland,82.2
France,83.0
Germany,81.2
Greece,81.9
Hungary,76.8
Ireland,83.1
Italy,83.7
Latvia,76.4
Lithuania,77.5
Luxembourg,83.2
Malta,83.0
Netherlands,81.9
Poland,78.5
Portugal,82.5
Romania,76.5
Slovakia,78.4
Slovenia,82.1
Spain,84.0
Sweden,83.8
